Incident Type,Complaint Tracking Number,Date Complaint Occurred,Date Complaint Received by NOPD (PIB),Date Complaint Investigation Complete,Complaint classification,Investigation status,Disposition,Bureau of Complainant,Division of Complainant,Unit of Complainant,Unit Additional Details of Complainant,Working Status of Complainant,Shift of Complainant,Rule Violation,Paragraph Violation,Unique Officer Allegation ID,Officer Race Ethnicity,Officer Gender,Officer Age,Officer years of service,Complainant Gender,Complainant Ethnicity,Complainant Age
Public Initiated,2017-0614-P,10/23/2017 12:00:00 AM,10/24/2017 12:00:00 AM,2/22/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,42901,White,Male,30,3,Female,Black,48
Public Initiated,2017-0614-P,10/23/2017 12:00:00 AM,10/24/2017 12:00:00 AM,2/22/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,42911,American Ind,Male,38,4,Female,Black,48
Rank Initiated,2017-0615-R,10/13/2017 12:00:00 AM,10/25/2017 12:00:00 AM,12/10/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,42903,White,Male,33,5,,,
Public Initiated,2017-0616-P,10/25/2017 12:00:00 AM,10/27/2017 12:00:00 AM,3/7/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,42934,Black,Male,31,3,Male,White,41
Public Initiated,2017-0617-P,10/24/2017 12:00:00 AM,10/27/2017 12:00:00 AM,1/30/2019 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Motorcycle 1st Platoon,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,42936,Black,Male,50,28,Male,White,31
Public Initiated,2017-0620-P,10/23/2017 12:00:00 AM,10/27/2017 12:00:00 AM,2/28/2018 12:00:00 AM,DI-1,Completed,Not Sustained,Unknown Bureau,Unknown District/Division,Unknown,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,42953,Hispanic,Female,39,4,Female,White,64
Public Initiated,2017-0620-P,10/23/2017 12:00:00 AM,10/27/2017 12:00:00 AM,2/28/2018 12:00:00 AM,DI-1,Completed,Not Sustained,Unknown Bureau,Unknown District/Division,Unknown,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,42954,Black,Male,52,25,Female,White,64
Public Initiated,2017-0620-P,10/23/2017 12:00:00 AM,10/27/2017 12:00:00 AM,2/28/2018 12:00:00 AM,DI-1,Completed,Not Sustained,Unknown Bureau,Unknown District/Division,Unknown,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,42954,Black,Male,52,25,Male,White,
Public Initiated,2017-0620-P,10/23/2017 12:00:00 AM,10/27/2017 12:00:00 AM,2/28/2018 12:00:00 AM,DI-1,Completed,Not Sustained,Unknown Bureau,Unknown District/Division,Unknown,Unknown Assignment,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,42953,Hispanic,Female,39,4,Male,White,
Public Initiated,2017-0622-P,10/30/2017 12:00:00 AM,10/30/2017 12:00:00 AM,4/17/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,42974,Black,Male,60,19,Female,Hispanic,52
Rank Initiated,2017-0619-R,10/26/2017 12:00:00 AM,10/30/2017 12:00:00 AM,11/7/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Admin Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,42955,White,Male,51,28,Male,White,
Rank Initiated,2017-0619-R,10/26/2017 12:00:00 AM,10/30/2017 12:00:00 AM,11/7/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Admin Unit,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,42956,Black,Male,53,25,Male,White,
Public Initiated,2017-0623-P,10/31/2017 12:00:00 AM,10/31/2017 12:00:00 AM,8/15/2018 12:00:00 AM,DI-1,Completed,Not Sustained,MSB - Management Service Bureau,Administrative Duties Services,I.O.D.,,,,RULE 3: PROF CONDUCT,PARAGRAPH 09 - Use of Alchohol/Drugs Off-Duty,42976,Hispanic,Male,51,0,Male,White,33
Public Initiated,2017-0618-P,10/26/2017 12:00:00 AM,10/31/2017 12:00:00 AM,2/28/2018 12:00:00 AM,DI-1,Completed,Not Sustained,,,,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,42969,,,,,,,
Public Initiated,2017-0621-P,10/28/2017 12:00:00 AM,10/31/2017 12:00:00 AM,3/10/2018 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,1st District,D.I.U.,Persons,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,42973,Black,Female,31,5,Female,Black,45
Public Initiated,2017-0624-N,9/27/2017 12:00:00 AM,11/2/2017 12:00:00 AM,11/20/2017 12:00:00 AM,DI-1,Completed,NFIM,,,,,,,NO VIOLATION OBSERVED,,42997,,,,,,,
Public Initiated,2017-0625-P,9/20/2017 12:00:00 AM,11/2/2017 12:00:00 AM,11/16/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43165,White,Male,30,3,Male,Black,31
Public Initiated,2017-0625-P,9/20/2017 12:00:00 AM,11/2/2017 12:00:00 AM,11/16/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,Bourbon Promenade,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43167,White,Male,25,3,Male,Black,31
Rank Initiated,2017-0626-R,9/17/2017 12:00:00 AM,11/2/2017 12:00:00 AM,10/25/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,4th District,4th District,Patrol,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43061,Black,Female,35,3,Female,Black,
Rank Initiated,2017-0626-R,9/17/2017 12:00:00 AM,11/2/2017 12:00:00 AM,10/25/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,4th District,4th District,Patrol,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43063,White,Male,23,3,Female,Black,
Public Initiated,2017-0631-P,9/24/2017 12:00:00 AM,11/3/2017 12:00:00 AM,1/3/2018 12:00:00 AM,,Completed,Unfounded,FOB - Field Operations Bureau,Alternative Police Response,Alternative Police Response Unit,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,43011,White,Male,42,15,Female,Black,27
Rank Initiated,2017-0629-R,11/2/2017 12:00:00 AM,11/3/2017 12:00:00 AM,11/2/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43040,White,Male,39,11,,,
Rank Initiated,2017-0629-R,11/2/2017 12:00:00 AM,11/3/2017 12:00:00 AM,11/2/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Between 3pm-11pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43042,White,Female,39,5,,,
Rank Initiated,2017-0630-R,9/23/2017 12:00:00 AM,11/3/2017 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43034,White,Male,39,17,,,
Rank Initiated,2017-0630-R,9/23/2017 12:00:00 AM,11/3/2017 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,1st District,1st Platoon,,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43035,White,Female,40,18,,,
Rank Initiated,2017-0632-R,11/3/2017 12:00:00 AM,11/3/2017 12:00:00 AM,4/10/2018 12:00:00 AM,DI-1,Completed,Other,FOB - Field Operations Bureau,1st District,1st District,1st District DIU ,AWP - Off Duty,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43045,White,Female,32,6,,,
Rank Initiated,2017-0627-R,11/1/2017 12:00:00 AM,11/6/2017 12:00:00 AM,10/15/2018 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,1st District,2nd Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 03 - HONESTY AND TRUTHFULNESS,43065,White,Male,29,4,,,
Rank Initiated,2017-0628-R,11/2/2017 12:00:00 AM,11/6/2017 12:00:00 AM,7/19/2019 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,43067,Black,Male,35,12,,,
Rank Initiated,2017-0633-R,11/4/2017 12:00:00 AM,11/6/2017 12:00:00 AM,8/29/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43070,White,Female,42,17,,,
Rank Initiated,2017-0633-R,11/4/2017 12:00:00 AM,11/6/2017 12:00:00 AM,8/29/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43071,White,Male,36,17,,,
Rank Initiated,2017-0633-R,11/4/2017 12:00:00 AM,11/6/2017 12:00:00 AM,8/29/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,6th District,D.I.U.,Persons,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43107,Black,Male,51,31,,,
Rank Initiated,2017-0634-R,11/4/2017 12:00:00 AM,11/6/2017 12:00:00 AM,7/20/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43073,White,Male,25,3,,,
Public Initiated,2017-0635-N,11/4/2017 12:00:00 AM,11/6/2017 12:00:00 AM,11/20/2017 12:00:00 AM,NFIM,Completed,NFIM,Unknown Bureau,3rd District,Unknown,Patrol,Regular Working,Between 11pm-7am,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43128,,,,,Female,,
Rank Initiated,2017-0639-D,11/6/2017 12:00:00 AM,11/7/2017 12:00:00 AM,11/8/2017 12:00:00 AM,DI-2,Completed,Other,ISB - Investigations and Support Bureau,Criminal Investigations Division,Homicide Section,Squad E,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,43105,Black,Male,54,22,,,
Public Initiated,2017-0636-P,11/6/2017 12:00:00 AM,11/8/2017 12:00:00 AM,11/20/2017 12:00:00 AM,DI-1,Completed,Other,ISB - Investigations and Support Bureau,POLPLN Policy Planning,Staff,,,,,,43089,White,Male,58,0,,,
Public Initiated,2017-0636-P,11/6/2017 12:00:00 AM,11/8/2017 12:00:00 AM,11/20/2017 12:00:00 AM,DI-1,Completed,Other,ISB - Investigations and Support Bureau,POLPLN Policy Planning,Staff,,,,,,43092,Black,Male,52,27,,,
Public Initiated,2017-0637-N,7/13/2017 12:00:00 AM,11/8/2017 12:00:00 AM,11/25/2018 12:00:00 AM,NFIM,Completed,NFIM,,,,,,,NO VIOLATION OBSERVED,,43180,,,,,Male,Black,
Public Initiated,2017-0638-P,10/10/2017 12:00:00 AM,11/8/2017 12:00:00 AM,4/11/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,8th District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,43090,Hispanic,Male,56,22,,,
Public Initiated,2017-0640-P,5/11/2017 12:00:00 AM,11/9/2017 12:00:00 AM,5/11/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,2nd District,A Platoon,,Regular Working,Between 7am-3pm,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43177,Black,Male,45,20,Male,,
Rank Initiated,2017-0642-R,10/29/2017 12:00:00 AM,11/10/2017 12:00:00 AM,10/23/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,D.I.U.,Investigations,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 06 - UNAUTHORIZED FORCE,43130,Hispanic,Female,39,4,,,
Public Initiated,2017-0641-N ,11/9/2017 12:00:00 AM,11/10/2017 12:00:00 AM,11/20/2017 12:00:00 AM,NFIM,Completed,NFIM,ISB - Investigations and Support Bureau,,,,Off Duty,,NO VIOLATION OBSERVED,,43133,Black,Female,43,5,,,
Rank Initiated,2017-0643-R,,11/13/2017 12:00:00 AM,,DI-1,Forwarded,Pending,FOB - Field Operations Bureau,Special Operations Division,Traffic Section,Admin Unit,,,,,43138,Black,Male,,11,,,
Public Initiated,2017-0647-P,11/10/2017 12:00:00 AM,11/13/2017 12:00:00 AM,12/11/2017 12:00:00 AM,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,5th District,A Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43141,Hispanic,Female,38,4,Female,Black,55
Public Initiated,2017-0646-P,10/16/2017 12:00:00 AM,11/13/2017 12:00:00 AM,12/11/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,Task Force B,Regular Working,,RULE 3: PROF CONDUCT,PARAGRAPH 13 - Social Networking...etc.,43143,Black,Female,38,19,Male,Black,45
Public Initiated,2017-0646-P,10/16/2017 12:00:00 AM,11/13/2017 12:00:00 AM,12/11/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,Task Force B,Regular Working,,RULE 3: PROF CONDUCT,PARAGRAPH 13 - Social Networking...etc.,43193,Black,Male,42,16,Male,Black,45
Public Initiated,2017-0646-P,10/16/2017 12:00:00 AM,11/13/2017 12:00:00 AM,12/11/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,Task Force B,Regular Working,,RULE 3: PROF CONDUCT,PARAGRAPH 13 - Social Networking...etc.,43193,Black,Male,42,16,Female,Black,36
Public Initiated,2017-0646-P,10/16/2017 12:00:00 AM,11/13/2017 12:00:00 AM,12/11/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,A Platoon,Task Force B,Regular Working,,RULE 3: PROF CONDUCT,PARAGRAPH 13 - Social Networking...etc.,43143,Black,Female,38,19,Female,Black,36
Rank Initiated,2017-0649-R,11/13/2017 12:00:00 AM,11/14/2017 12:00:00 AM,8/30/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43152,Black,Male,28,6,,,
Rank Initiated,2017-0649-R,11/13/2017 12:00:00 AM,11/14/2017 12:00:00 AM,8/30/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,2nd District,Narcotics,,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43154,Black,Male,35,13,,,
Public Initiated,2017-0652-P,11/15/2017 12:00:00 AM,11/15/2017 12:00:00 AM,3/20/2018 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43169,White,Male,30,3,Male,Black,34
Rank Initiated,2017-0648-P,11/11/2017 12:00:00 AM,11/17/2017 12:00:00 AM,10/19/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,43187,White,Male,32,4,Female,,
Rank Initiated,2017-0648-P,11/11/2017 12:00:00 AM,11/17/2017 12:00:00 AM,10/19/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 02 - COURTESY,43338,White,Male,33,4,Female,,
Public Initiated,2017-0650-P,11/2/2017 12:00:00 AM,11/17/2017 12:00:00 AM,1/24/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,5th District,B Platoon,,Regular Working,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43189,Black,Male,60,21,,,
Public Initiated,2017-0654-P,11/16/2017 12:00:00 AM,11/17/2017 12:00:00 AM,3/28/2019 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,43191,Black,Female,41,14,Female,Black,
Public Initiated,2017-0651-P,8/23/2017 12:00:00 AM,11/17/2017 12:00:00 AM,3/27/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43442,White,Male,49,21,,,
Public Initiated,2017-0651-P,8/23/2017 12:00:00 AM,11/17/2017 12:00:00 AM,3/27/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43444,White,Male,57,29,,,
Public Initiated,2017-0651-P,8/23/2017 12:00:00 AM,11/17/2017 12:00:00 AM,3/27/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43445,Hispanic,Male,37,7,,,
Public Initiated,2017-0651-P,8/23/2017 12:00:00 AM,11/17/2017 12:00:00 AM,3/27/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43445,Hispanic,Male,37,7,Male,Race-Unknown,
Public Initiated,2017-0651-P,8/23/2017 12:00:00 AM,11/17/2017 12:00:00 AM,3/27/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43444,White,Male,57,29,Male,Race-Unknown,
Public Initiated,2017-0651-P,8/23/2017 12:00:00 AM,11/17/2017 12:00:00 AM,3/27/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,1st District,Staff,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43442,White,Male,49,21,Male,Race-Unknown,
Public Initiated,2017-0645-P,11/9/2017 12:00:00 AM,11/20/2017 12:00:00 AM,3/29/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,7th District,Day Watch,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43204,Black,Female,51,19,Female,Black,
Public Initiated,2017-0656-P,11/17/2017 12:00:00 AM,11/20/2017 12:00:00 AM,3/29/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,6th District,B Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43227,White,Male,38,19,Male,White,33
Public Initiated,2017-0663-P,4/16/2017 12:00:00 AM,11/21/2017 12:00:00 AM,3/20/2018 12:00:00 AM,DI-1,Completed,Unfounded,FOB - Field Operations Bureau,3rd District,B Platoon,,,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43287,White,Male,51,22,Male,Black,26
Public Initiated,2017-0655-G,11/17/2017 12:00:00 AM,11/21/2017 12:00:00 AM,,INFO,Initial,Pending,ISB - Investigative Services Bureau,Crime Lab Division,,,,,NO ALLIGATIONS ASSIGNED AT THIS TIME,,,,,,,,,
Rank Initiated,2017-0662-R,11/17/2017 12:00:00 AM,11/21/2017 12:00:00 AM,7/20/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,B Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43275,Black,Male,53,30,,,
Rank Initiated,2017-0657-D,11/15/2017 12:00:00 AM,11/21/2017 12:00:00 AM,11/21/2017 12:00:00 AM,DI-2,Completed,Other,,,,,,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43282,Black,Female,34,4,,,
Public Initiated,2017-0660-P,11/21/2017 12:00:00 AM,11/21/2017 12:00:00 AM,1/21/2018 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,5th District,5th District,Patrol,Off Duty,Between 3pm-11pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,43277,Black,Female,32,3,Female,Black,31
Rank Initiated,2017-0658-D,11/12/2017 12:00:00 AM,11/22/2017 12:00:00 AM,11/22/2017 12:00:00 AM,DI-2,Completed,Other,FOB - Field Operations Bureau,2nd District,B Platoon,,,,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,43308,Black,Male,35,10,,,
Rank Initiated,2017-0653-R,11/13/2017 12:00:00 AM,11/22/2017 12:00:00 AM,3/6/2018 12:00:00 AM,DI-1,Completed,Other,FOB - Field Operations Bureau,7th District,Evening Watch,,Unknown Working Status,Unknown Shift Hours,RULE 2: MORAL CONDUCT,PARAGRAPH 03 - HONESTY AND TRUTHFULNESS,43311,Black,Male,23,3,,,
Rank Initiated,2017-0659-R,11/20/2017 12:00:00 AM,11/22/2017 12:00:00 AM,6/26/2018 12:00:00 AM,DI-1,Completed,Sustained,ISB - Investigations and Support Bureau,Criminal Investigations Division,Homicide Section,Squad E,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE,43315,Black,Male,54,22,,,
Public Initiated,2017-0661-P,11/12/2017 12:00:00 AM,11/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43326,White,Female,42,12,,,
Public Initiated,2017-0661-P,11/12/2017 12:00:00 AM,11/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,3rd District,C Platoon,,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43703,Hispanic,Male,40,3,,,
Public Initiated,2017-0664-P ,11/22/2017 12:00:00 AM,11/22/2017 12:00:00 AM,7/20/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,8th District,A Platoon,,Regular Working,Between 7am-3pm,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43333,Black,Male,33,11,Female,White,73
Rank Initiated,2017-0665-R,11/21/2017 12:00:00 AM,11/22/2017 12:00:00 AM,4/4/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,Evening Watch,A,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43529,Black,Male,47,3,,,
Rank Initiated,2017-0665-R,11/21/2017 12:00:00 AM,11/22/2017 12:00:00 AM,4/4/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,7th District,Evening Watch,A,Unknown Working Status,Unknown Shift Hours,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43587,Black,Male,29,5,,,
Public Initiated,2017-0672-P ,11/24/2017 12:00:00 AM,11/24/2017 12:00:00 AM,12/29/2017 12:00:00 AM,Mediation,Completed,Withdrawn - Mediation,FOB - Field Operations Bureau,5th District,C Platoon,,Paid Detail,,RULE 3: PROF CONDUCT,PARAGRAPH 01 - Professionalism,43533,Black,Male,57,29,Male,Black,52
Rank Initiated,2017-0666-R,11/23/2017 12:00:00 AM,11/24/2017 12:00:00 AM,1/27/2018 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,6th District,6th District,Patrol,Off Duty,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,43406,Black,Male,49,13,,,
Rank Initiated,2017-0666-R,11/23/2017 12:00:00 AM,11/24/2017 12:00:00 AM,1/27/2018 12:00:00 AM,DI-1,Completed,Not Sustained,FOB - Field Operations Bureau,6th District,6th District,Patrol,Off Duty,Between 7am-3pm,RULE 2: MORAL CONDUCT,PARAGRAPH 01 - ADHERENCE TO LAW,43408,Black,Male,49,25,,,
Rank Initiated,2017-0671-R,11/13/2017 12:00:00 AM,11/27/2017 12:00:00 AM,6/18/2018 12:00:00 AM,DI-1,Completed,Sustained,FOB - Field Operations Bureau,6th District,B Platoon,,Regular Working,,RULE 4: PERF OF DUTY,PARAGRAPH 04 - NEGLECT OF DUTY,43515,Black,Male,35,12,,,
