"Incident.Type";"Complaint.Tracking.Number";"Date.Complaint.Occurred";"Date.Complaint.Received.by.NOPD..PIB.";"Date.Complaint.Investigation.Complete";"Complaint.classification";"Investigation.status";"Disposition";"Bureau.of.Complainant";"Division.of.Complainant";"Unit.of.Complainant";"Unit.Additional.Details.of.Complainant";"Working.Status.of.Complainant";"Shift.of.Complainant";"Rule.Violation";"Paragraph.Violation";"Unique.Officer.Allegation.ID";"Officer.Race.Ethnicity";"Officer.Gender";"Officer.Age";"Officer.years.of.service";"Complainant.Gender";"Complainant.Ethnicity";"Complainant.Age"
"2487";"Public Initiated";"2018-0244-P";"4/24/2018 12:00:00 AM";"4/24/2018 12:00:00 AM";"6/19/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"7th District";"7th District";"Task Force A";"Regular Working";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46110;"Asian/Pacifi";"Male";24;3;"Male";"Race-Unknown";NA
"2488";"Public Initiated";"2018-0249-P";"2/17/2018 12:00:00 AM";"4/25/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"Alternative Police Response";"";"";"";"";"RULE 2: MORAL CONDUCT";"PARAGRAPH 01 - ADHERENCE TO LAW";46098;"White";"Male";43;15;"Female";"Black";NA
"2489";"Rank Initiated";"2018-0248-R";"3/26/2018 12:00:00 AM";"4/25/2018 12:00:00 AM";"9/14/2018 12:00:00 AM";"DI-1";"Completed";"Other";"FOB - Field Operations Bureau";"3rd District";"";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46003;"White";"Male";34;3;"";"";NA
"2490";"Rank Initiated";"2018-0252-R";"";"4/27/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"";"4th District";"";"";"";"";"RULE 2: MORAL CONDUCT";"PARAGRAPH 01 - ADHERENCE TO LAW";46022;"";"";NA;NA;"";"";NA
"2491";"Public Initiated";"2018-0250-P";"4/27/2018 12:00:00 AM";"4/27/2018 12:00:00 AM";"5/31/2018 12:00:00 AM";"Mediation";"Completed";"Withdrawn - Mediation";"FOB - Field Operations Bureau";"2nd District";"C Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46100;"Black";"Female";51;25;"Female";"Black";44
"2492";"Public Initiated";"2018-0250-P";"4/27/2018 12:00:00 AM";"4/27/2018 12:00:00 AM";"5/31/2018 12:00:00 AM";"Mediation";"Completed";"Withdrawn - Mediation";"FOB - Field Operations Bureau";"2nd District";"C Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46139;"Hispanic";"Male";53;23;"Female";"Black";44
"2493";"Public Initiated";"2018-0251-P";"1/28/2018 12:00:00 AM";"4/27/2018 12:00:00 AM";"9/6/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"3rd District";"C Platoon";"DWI Unit";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46102;"Black";"Male";44;3;"Female";"White";43
"2494";"Public Initiated";"2018-0251-P";"1/28/2018 12:00:00 AM";"4/27/2018 12:00:00 AM";"9/6/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"3rd District";"C Platoon";"DWI Unit";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46236;"Black";"Male";43;17;"Female";"White";43
"2495";"Rank Initiated";"2018-0253-D";"4/25/2018 12:00:00 AM";"5/1/2018 12:00:00 AM";"5/11/2018 12:00:00 AM";"DI-2";"Completed";"Other";"FOB - Field Operations Bureau";"2nd District";"B Platoon";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46118;"Black";"Male";39;15;"";"";NA
"2496";"Rank Initiated";"";"";"5/2/2018 12:00:00 AM";"";"";"Initial";"Pending";"";"";"";"";"";"";"";"";NA;"";"";NA;NA;"";"";NA
"2497";"Public Initiated";"2018-0264-R";"5/1/2018 12:00:00 AM";"5/2/2018 12:00:00 AM";"10/26/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46213;"Black";"Female";49;11;"";"";NA
"2498";"Public Initiated";"2018-0254-P";"4/24/2018 12:00:00 AM";"5/2/2018 12:00:00 AM";"8/30/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"8th District";"B Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46137;"Hispanic";"Male";32;3;"Male";"White";79
"2499";"Public Initiated";"2018-0256-P";"5/2/2018 12:00:00 AM";"5/3/2018 12:00:00 AM";"9/6/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"2nd District";"C Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46238;"White";"Male";36;15;"Male";"Black";26
"2500";"Rank Initiated";"2018-0257-R";"3/16/2018 12:00:00 AM";"5/3/2018 12:00:00 AM";"5/16/2019 12:00:00 AM";"DI-1";"Completed";"Sustained";"FOB - Field Operations Bureau";"7th District";"Day Watch";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE";46150;"Black";"Male";43;20;"";"";NA
"2501";"Rank Initiated";"2018-0258-R";"5/3/2018 12:00:00 AM";"5/3/2018 12:00:00 AM";"7/20/2018 12:00:00 AM";"DI-1";"Completed";"Negotiated Settlement";"FOB - Field Operations Bureau";"7th District";"Day Watch";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46153;"White";"Female";28;3;"";"";NA
"2502";"Rank Initiated";"";"";"5/3/2018 12:00:00 AM";"";"";"Initial";"Pending";"";"";"";"";"";"";"";"";NA;"";"";NA;NA;"";"";NA
"2503";"Public Initiated";"2018-0259-N";"";"5/3/2018 12:00:00 AM";"5/30/2018 12:00:00 AM";"NFIM";"Completed";"NFIM";"FOB - Field Operations Bureau";"Unknown District/Division";"Unknown";"Unknown Assignment";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46158;"";"";NA;NA;"Female";"Black";NA
"2504";"Rank Initiated";"2018-0260-R";"4/3/2018 12:00:00 AM";"5/4/2018 12:00:00 AM";"5/16/2019 12:00:00 AM";"DI-1";"Completed";"Sustained";"FOB - Field Operations Bureau";"2nd District";"C Platoon";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46156;"Black";"Female";33;11;"";"";NA
"2505";"Rank Initiated";"2018-0261-R";"5/5/2018 12:00:00 AM";"5/7/2018 12:00:00 AM";"8/5/2019 12:00:00 AM";"DI-1";"Completed";"Sustained";"FOB - Field Operations Bureau";"5th District";"A Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46200;"Hispanic";"Female";39;4;"";"";NA
"2506";"Rank Initiated";"2018-0266-R";"5/6/2018 12:00:00 AM";"5/7/2018 12:00:00 AM";"9/6/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"ISB - Investigations and Support Bureau";"Crime Lab and Evidence Division";"Scientific Criminal Investigations Section ";"Crime Lab Admin";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46225;"Black";"Male";54;29;"";"";NA
"2507";"Public Initiated";"2018-0262-P";"4/26/2018 12:00:00 AM";"5/7/2018 12:00:00 AM";"7/10/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"7th District";"Evening Watch";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46207;"White";"Male";35;2;"Male";"Black";38
"2508";"Public Initiated";"2018-0263-P";"2/21/2018 12:00:00 AM";"5/7/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Exonerated";"FOB - Field Operations Bureau";"5th District";"B Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46273;"American Ind";"Male";39;4;"Female";"Black";48
"2509";"Public Initiated";"2018-0265-P";"5/4/2018 12:00:00 AM";"5/7/2018 12:00:00 AM";"10/26/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"6th District";"A Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46222;"Black";"Male";50;25;"Female";"Black";30
"2510";"Public Initiated";"2018-0265-P";"5/4/2018 12:00:00 AM";"5/7/2018 12:00:00 AM";"10/26/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"6th District";"A Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46367;"White";"Male";38;12;"Female";"Black";30
"2511";"Public Initiated";"2018-0267-P";"5/5/2018 12:00:00 AM";"5/7/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"5th District";"A Platoon";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46226;"Black";"Male";34;12;"Female";"Black";42
"2512";"Public Initiated";"2018-0267-P";"5/5/2018 12:00:00 AM";"5/7/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"5th District";"A Platoon";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46228;"Black";"Male";46;22;"Female";"Black";42
"2513";"Public Initiated";"2018-0268-P";"5/7/2018 12:00:00 AM";"5/9/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46259;"Black";"Female";33;11;"Female";"Black";31
"2514";"Public Initiated";"2018-0269-P";"6/8/2005 12:00:00 AM";"5/9/2018 12:00:00 AM";"7/9/2018 12:00:00 AM";"Mediation";"Completed";"Withdrawn - Mediation";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"Property";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46269;"Black";"Female";30;21;"Female";"Black";47
"2515";"Public Initiated";"2018-0269-P";"6/8/2005 12:00:00 AM";"5/9/2018 12:00:00 AM";"7/9/2018 12:00:00 AM";"Mediation";"Completed";"Withdrawn - Mediation";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"Property";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46270;"Black";"Female";38;26;"Female";"Black";47
"2516";"Public Initiated";"2018-0269-P";"6/8/2005 12:00:00 AM";"5/9/2018 12:00:00 AM";"7/9/2018 12:00:00 AM";"Mediation";"Completed";"Withdrawn - Mediation";"MSB - Management Service Bureau";"Administrative Duties Services";"Limited Duty";"Property";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46272;"White";"Male";41;22;"Female";"Black";47
"2517";"Public Initiated";"2018-0270-P";"4/27/2018 12:00:00 AM";"5/9/2018 12:00:00 AM";"7/18/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"PIB - Public Integrity Bureau";"Intake Unit";"Professional Standards Section";"";"";"";"RULE 2: MORAL CONDUCT";"PARAGRAPH 01 - ADHERENCE TO LAW";46271;"Black";"Male";52;2;"Male";"White";58
"2518";"Public Initiated";"2018-0274-P";"5/9/2018 12:00:00 AM";"5/9/2018 12:00:00 AM";"10/26/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"";"Unknown District/Division";"";"";"";"";"RULE 5: REST ACTIVITIES";"PARAGRAPH 11 - INTERFERING WITH INVESTIGATIONS";46287;"";"";NA;NA;"Male";"Black";69
"2519";"Public Initiated";"2018-0275-P";"5/9/2018 12:00:00 AM";"5/10/2018 12:00:00 AM";"4/1/2019 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"6th District";"B Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46288;"White";"Male";39;19;"Female";"Black";NA
"2520";"Public Initiated";"2018-0271-P";"4/26/2018 12:00:00 AM";"5/10/2018 12:00:00 AM";"10/26/2018 12:00:00 AM";"DI-1";"Completed";"Exonerated";"FOB - Field Operations Bureau";"7th District";"Day Watch";"";"";"";"RULE 6: OFFICIAL INFO";"PARAGRAPH 02 - FALSE OR INACCURATE REPORTS";46280;"Black";"Female";36;16;"Female";"Black";49
"2521";"Rank Initiated";"2018-0272-R";"5/10/2018 12:00:00 AM";"5/10/2018 12:00:00 AM";"6/15/2018 12:00:00 AM";"DI-1";"Completed";"Other";"FOB - Field Operations Bureau";"2nd District";"";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46282;"White";"Male";40;5;"";"";NA
"2522";"Rank Initiated";"2018-0273-R";"5/10/2018 12:00:00 AM";"5/10/2018 12:00:00 AM";"10/5/2018 12:00:00 AM";"DI-1";"Completed";"Negotiated Settlement";"FOB - Field Operations Bureau";"2nd District";"";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46285;"Black";"Male";32;6;"";"";NA
"2523";"Public Initiated";"2018-0276-N";"5/12/2018 12:00:00 AM";"5/12/2018 12:00:00 AM";"6/3/2018 12:00:00 AM";"NFIM";"Completed";"NFIM";"";"";"";"";"";"";"NO VIOLATION OBSERVED";"";46298;"";"";NA;NA;"Male";"Black";NA
"2524";"Rank Initiated";"2018-0277-R";"5/7/2018 12:00:00 AM";"5/14/2018 12:00:00 AM";"12/28/2018 12:00:00 AM";"DI-1";"Completed";"Other";"ISB - Investigative Services Bureau";"ISB Staff";"ISB Staff";"Adminstrative Staff";"Regular Working";"Between 7am-3pm";"RULE 4: PERF OF DUTY";"PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE";46364;"Black";"Female";43;15;"";"";NA
"2525";"Rank Initiated";"2018-0277-R";"5/7/2018 12:00:00 AM";"5/14/2018 12:00:00 AM";"12/28/2018 12:00:00 AM";"DI-1";"Completed";"Other";"ISB - Investigative Services Bureau";"ISB Staff";"ISB Staff";"Adminstrative Staff";"Regular Working";"Between 7am-3pm";"RULE 4: PERF OF DUTY";"PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE";46365;"Black";"Male";59;36;"";"";NA
"2526";"Rank Initiated";"2018-0278-R";"3/13/2018 12:00:00 AM";"5/14/2018 12:00:00 AM";"3/11/2019 12:00:00 AM";"DI-1";"Completed";"Sustained";"FOB - Field Operations Bureau";"Special Operations Division";"";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE";46351;"Black";"Male";52;22;"";"";NA
"2527";"Rank Initiated";"2018-0279-R";"5/14/2018 12:00:00 AM";"5/14/2018 12:00:00 AM";"8/29/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"";"Crime Lab and Evidence Division";"";"";"";"";"RULE 2: MORAL CONDUCT";"PARAGRAPH 01 - ADHERENCE TO LAW";46353;"Black";"Female";26;3;"";"";NA
"2528";"Rank Initiated";"2018-0281-R";"5/15/2018 12:00:00 AM";"5/15/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"1st District";"1st Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46357;"White";"Male";42;20;"";"";NA
"2529";"Rank Initiated";"2018-0281-R";"5/15/2018 12:00:00 AM";"5/15/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"1st District";"1st Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46387;"White";"Male";37;9;"";"";NA
"2530";"Public Initiated";"2018-0280-P";"5/14/2018 12:00:00 AM";"5/15/2018 12:00:00 AM";"6/15/2018 12:00:00 AM";"Mediation";"Completed";"Withdrawn - Mediation";"FOB - Field Operations Bureau";"2nd District";"C Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46354;"White";"Male";36;15;"Female";"White";69
"2531";"Public Initiated";"2018-0282-P";"5/14/2017 12:00:00 AM";"5/15/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"7th District";"Evening Watch";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46358;"Black";"Male";49;25;"Female";"Black";30
"2532";"Public Initiated";"2018-0282-P";"5/14/2017 12:00:00 AM";"5/15/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"7th District";"Evening Watch";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46359;"Black";"Male";54;23;"Female";"Black";30
"2533";"Public Initiated";"2018-0284-P";"5/4/2018 12:00:00 AM";"5/15/2018 12:00:00 AM";"7/18/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"5th District";"B Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46361;"Hispanic";"Male";26;3;"Female";"Black";34
"2534";"Public Initiated";"2018-0284-P";"5/4/2018 12:00:00 AM";"5/15/2018 12:00:00 AM";"7/18/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"5th District";"B Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46362;"White";"Male";39;3;"Female";"Black";34
"2535";"Public Initiated";"2018-0283-P";"5/15/2018 12:00:00 AM";"5/15/2018 12:00:00 AM";"9/25/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"5th District";"A Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46379;"White";"Female";34;6;"Female";"Black";29
"2536";"Public Initiated";"2018-0287-P";"";"5/16/2018 12:00:00 AM";"10/26/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"";"Unknown District/Division";"";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46407;"";"";NA;NA;"Female";"Black";NA
"2537";"Public Initiated";"2018-0289-P";"5/16/2018 12:00:00 AM";"5/16/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"Unknown District/Division";"Task Force";"B";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46592;"White";"Male";41;3;"Male";"Black";23
"2538";"Public Initiated";"2018-0289-P";"5/16/2018 12:00:00 AM";"5/16/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"Unknown District/Division";"Task Force";"B";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46594;"Black";"Male";32;3;"Male";"Black";23
"2539";"Rank Initiated";"2018-0286-D";"3/6/2018 12:00:00 AM";"5/17/2018 12:00:00 AM";"5/21/2018 12:00:00 AM";"DI-2";"Completed";"Other";"FOB - Field Operations Bureau";"7th District";"Day Watch";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46381;"Black";"Female";44;18;"";"";NA
"2540";"Rank Initiated";"2018-0290-R";"5/13/2018 12:00:00 AM";"5/18/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"8th District";"Bourbon Promenade";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE";46391;"Black";"Male";61;19;"";"";NA
"2541";"Rank Initiated";"2018-0299-R";"5/21/2018 12:00:00 AM";"5/21/2018 12:00:00 AM";"6/13/2019 12:00:00 AM";"DI-1";"Completed";"Sustained";"FOB - Field Operations Bureau";"8th District";"Bourbon Promenade";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 02 - INSTRUCTIONS FROM AUTHORITATIVE SOURCE";46449;"White";"Male";24;3;"";"";NA
"2542";"Rank Initiated";"2018-0291-R";"5/21/2018 12:00:00 AM";"5/21/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Exonerated";"FOB - Field Operations Bureau";"7th District";"Night Watch";"";"";"";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46418;"White";"Male";44;11;"";"";NA
"2543";"Rank Initiated";"2018-0294-R";"1/3/2018 12:00:00 AM";"5/21/2018 12:00:00 AM";"12/11/2018 12:00:00 AM";"DI-1";"Completed";"Sustained";"FOB - Field Operations Bureau";"6th District";"B Platoon";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46425;"White";"Male";23;3;"";"";NA
"2544";"Public Initiated";"2018-0292-P ";"5/17/2018 12:00:00 AM";"5/21/2018 12:00:00 AM";"3/15/2019 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"7th District";"Day Watch";"";"Regular Working";"Between 7am-3pm";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46414;"Black";"Male";35;3;"Female";"Black";25
"2545";"Public Initiated";"2018-0288-P";"5/16/2018 12:00:00 AM";"5/21/2018 12:00:00 AM";"6/12/2018 12:00:00 AM";"Mediation";"Completed";"Withdrawn - Mediation";"FOB - Field Operations Bureau";"Unknown District/Division";"A Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46457;"Black";"Male";56;28;"Female";"White";48
"2546";"Public Initiated";"2018-0297-P";"5/22/2018 12:00:00 AM";"5/22/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"7th District";"Night Watch";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46444;"Black";"Male";63;39;"Male";"Black";34
"2547";"Public Initiated";"2018-0297-P";"5/22/2018 12:00:00 AM";"5/22/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"7th District";"Night Watch";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46662;"White";"Male";35;2;"Male";"Black";34
"2548";"Public Initiated";"2018-0297-P";"5/22/2018 12:00:00 AM";"5/22/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"7th District";"Night Watch";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46663;"Asian/Pacifi";"Male";41;3;"Male";"Black";34
"2549";"Public Initiated";"2018-0297-P";"5/22/2018 12:00:00 AM";"5/22/2018 12:00:00 AM";"10/25/2018 12:00:00 AM";"DI-1";"Completed";"Not Sustained";"FOB - Field Operations Bureau";"7th District";"Night Watch";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46665;"Black";"Male";55;23;"Male";"Black";34
"2550";"Rank Initiated";"2018-0296-R";"3/30/2018 12:00:00 AM";"5/22/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"1st District";"D.I.U.";"Persons";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";46442;"White";"Male";40;10;"";"";NA
"2551";"Rank Initiated";"2018-0296-R";"3/30/2018 12:00:00 AM";"5/22/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"1st District";"D.I.U.";"Persons";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";47082;"White";"Male";27;2;"";"";NA
"2552";"Rank Initiated";"2018-0298-R";"";"5/22/2018 12:00:00 AM";"";"DI-1";"Forwarded";"Pending";"FOB - Field Operations Bureau";"1st District";"Staff";"";"Unknown Working Status";"Unknown Shift Hours";"RULE 4: PERF OF DUTY";"PARAGRAPH 04 - NEGLECT OF DUTY";51601;"Black";"Male";NA;12;"";"";NA
"2553";"Public Initiated";"2018-0300-N";"5/18/2018 12:00:00 AM";"5/23/2018 12:00:00 AM";"6/19/2018 12:00:00 AM";"NFIM";"Completed";"NFIM";"FOB - Field Operations Bureau";"1st District";"Staff";"";"Unknown Working Status";"Unknown Shift Hours";"NO VIOLATION OBSERVED";"";46494;"";"";NA;NA;"Male";"Black";36
"2554";"Public Initiated";"2018-0301-P";"";"5/23/2018 12:00:00 AM";"11/14/2018 12:00:00 AM";"DI-1";"Completed";"Unfounded";"FOB - Field Operations Bureau";"6th District";"A Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46464;"Black";"Male";NA;22;"Female";"Black";NA
"2555";"Public Initiated";"2018-0302-P";"5/15/2018 12:00:00 AM";"5/23/2018 12:00:00 AM";"6/13/2019 12:00:00 AM";"DI-1";"Completed";"Sustained";"FOB - Field Operations Bureau";"4th District";"1st Platoon";"";"";"";"RULE 3: PROF CONDUCT";"PARAGRAPH 01 - Professionalism";46465;"Hispanic";"Female";37;8;"Male";"White";54
